,id,长度,句数,被动,总词数,连副词
6240,1209810264.txt,14287,158,3,7271,264
6241,1210460628.txt,40272,389,0,20413,606
6242,1203356663.txt,12620,135,1,5694,211
6243,60726473.txt,13904,147,1,7417,322
6244,1206307176.txt,50163,463,4,24869,647
6245,59082320.txt,12820,172,5,6679,266
6246,1209477927.txt,15924,175,3,8623,399
6247,1209872600.txt,11171,147,2,6179,256
6248,1204547493.txt,46570,517,10,23157,698
6249,1213110131.txt,10294,91,4,4790,127
6250,1204517446.txt,7466,115,2,4075,181
6251,1204523164.txt,6282,75,3,3288,126
6252,1213213917.txt,16221,162,3,7209,232
6253,1210375797.txt,33972,180,6,16643,514
6254,1213021043.txt,24636,178,1,12389,597
6255,60694689.txt,21284,212,2,10111,418
6256,59240859.txt,4565,77,2,2389,100
6257,57803322.txt,9731,138,2,5247,229
6258,62204899.txt,11512,138,2,6250,295
6259,1204518221.txt,0,0,0,0,0
6260,1200706273.txt,19672,180,2,8287,276
6261,62262108.txt,34492,375,11,16184,606
6262,57883773.txt,22683,226,12,12581,512
6263,1213021824.txt,6896,59,1,3687,148
6264,1206094147.txt,0,0,0,0,0
6265,1209681649.txt,10845,113,1,5596,220
6266,1213176556.txt,0,0,0,0,0
6267,1209722764.txt,6593,85,0,3548,183
6268,1202098407.txt,11728,118,3,6182,283
6269,59019317.txt,3289,36,4,1775,105
6270,1200784541.txt,18753,166,11,9014,274
6271,1212730768.txt,5267,59,1,2680,92
6272,1205138071.txt,34823,312,0,17790,603
6273,1209738374.txt,19505,164,4,8651,281
6274,1207851520.txt,44858,424,1,22302,628
6275,1206097536.txt,52334,651,7,25280,667
6276,59215191.txt,37165,363,5,18465,623
6277,60841227.txt,18905,227,10,10147,359
6278,1205968933.txt,6529,60,0,3299,95
6279,1204506841.txt,11699,136,0,5736,202
6280,63726451.txt,20202,124,0,7623,247
6281,1202069260.txt,8712,82,5,4504,214
6282,1204172407.txt,19170,181,1,7733,213
6283,63904381.txt,4877,64,2,2707,129
6284,1204795813.txt,8671,112,4,4485,182
6285,1203180824.txt,7285,65,0,3373,107
6286,50187574.txt,8151,65,2,4310,212
6287,1202090731.txt,5484,53,1,2902,109
6288,1206091947.txt,35850,308,10,15971,465
6289,57667192.txt,5299,62,0,2922,133
6290,39186664.txt,3101,38,0,1637,75
6291,59345621.txt,4005,50,1,2225,82
6292,1209871397.txt,11838,93,3,5255,193
6293,1205993319.txt,13480,128,3,6559,251
6294,1200811843.txt,0,0,0,0,0
6295,59126195.txt,7963,94,5,4212,180
6296,1206061501.txt,31798,325,10,15349,490
6297,60763766.txt,14589,139,2,6725,247
6298,1200644947.txt,3780,52,2,2038,92
6299,1204480414.txt,0,0,0,0,0
6300,1200918697.txt,0,0,0,0,0
6301,62350586.txt,29104,316,4,13966,517
6302,60737108.txt,48313,405,5,20637,688
6303,1206010818.txt,6465,55,3,3244,107
6304,59289559.txt,4740,76,8,2517,100
6305,1212996339.txt,9869,71,2,4215,141
6306,1200764273.txt,5327,49,0,2635,104
6307,1204791454.txt,16798,170,1,8390,352
6308,63732839.txt,8814,108,2,4763,181
6309,59206103.txt,8861,108,3,4728,197
6310,1208060417.txt,10988,167,5,5643,205
6311,1210091574.txt,63821,762,17,29989,1238
6312,57726237.txt,10769,107,0,5216,181
6313,1204642786.txt,11944,139,4,5979,236
6314,1201930680.txt,7271,56,0,3080,95
6315,1207522538.txt,5794,77,0,3073,135
6316,1203184233.txt,0,0,0,0,0
6317,59214971.txt,0,0,0,0,0
6318,1203209584.txt,5355,53,1,2636,111
6319,59215063.txt,8712,136,3,4530,169
6320,1205963832.txt,6419,66,5,3258,117
6321,1200683514.txt,6439,99,6,3510,183
6322,1213223840.txt,15136,174,4,7846,280
6323,1206126054.txt,23329,228,6,10957,336
6324,1206022416.txt,14193,159,0,6810,259
6325,1206060623.txt,6029,66,1,3163,128
6326,1213103175.txt,18847,158,2,8548,282
6327,57752233.txt,4494,62,0,2390,96
6328,1212608832.txt,21970,205,5,11584,362
6329,1207974880.txt,44431,427,1,22636,703
6330,1206094391.txt,16697,124,0,7031,269
6331,1200733168.txt,5303,103,1,2845,118
6332,59338557.txt,8614,71,1,4727,225
6333,63679829.txt,17265,158,1,7502,281
6334,1207432102.txt,11698,144,2,5192,177
6335,1207368468.txt,18787,197,2,9031,328
6336,57699443.txt,6822,84,8,3414,145
6337,60712107.txt,6914,87,3,3706,180
6338,1212686667.txt,55644,458,4,27631,509
6339,1207439945.txt,7612,80,1,3956,170
6340,59144520.txt,8737,75,1,3994,164
6341,59143847.txt,4981,46,0,2575,85
6342,1203315319.txt,37864,445,3,19562,739
6343,1205959432.txt,16902,200,3,8767,425
6344,1213211611.txt,17975,207,0,8510,290
6345,60752672.txt,38822,353,6,18486,600
6346,63741418.txt,9740,86,4,5313,223
6347,1209383065.txt,40112,489,7,19550,675
6348,59160630.txt,25917,223,6,12337,419
6349,1202264941.txt,13925,131,4,6947,285
6350,62273016.txt,40415,0,1,21073,156
6351,1203417954.txt,8264,84,4,4295,203
6352,1200946357.txt,8701,100,6,4696,180
6353,1207517423.txt,35148,307,11,17108,560
6354,1207491313.txt,21305,141,2,8887,240
6355,1205932263.txt,15134,147,4,6784,274
6356,1206011702.txt,13552,161,4,6457,236
6357,1201930812.txt,7247,51,1,2961,74
6358,1209469121.txt,64761,486,9,31967,774
6359,1204642837.txt,15021,218,3,7983,283
6360,1203135147.txt,7737,94,0,4149,167
6361,1204467246.txt,8258,90,0,4194,154
6362,1206061732.txt,36745,301,4,17935,448
6363,1207556657.txt,53576,466,18,26013,892
6364,1207381724.txt,9837,29,0,2649,97
6365,1209874179.txt,6754,97,0,3499,148
6366,1206004524.txt,13500,165,4,6876,229
6367,1206022292.txt,48853,218,5,22239,413
6368,1209853711.txt,5611,63,2,3005,119
6369,63902728.txt,3339,49,1,1800,92
6370,1209394435.txt,9683,28,0,2644,87
6371,1200731233.txt,34173,310,3,15990,417
6372,1204470022.txt,12326,144,0,5307,219
6373,1206054411.txt,9121,88,2,4151,105
6374,1200935576.txt,38941,421,12,20835,595
6375,1213271616.txt,25135,193,4,11818,399
6376,1209829712.txt,10348,91,2,5306,225
6377,1200754216.txt,6610,74,1,3416,137
6378,1203245185.txt,5409,65,0,2682,142
6379,60795989.txt,4574,55,0,2487,114
6380,59170361.txt,3530,48,0,1923,107
6381,1213220207.txt,14345,128,0,6745,318
6382,1203380011.txt,24319,284,9,12363,381
6383,1207516412.txt,13305,107,3,6324,245
6384,59189823.txt,5655,73,0,2889,114
6385,1206070036.txt,10633,137,0,5639,211
6386,1212668826.txt,27335,291,2,13886,542
6387,1200753659.txt,5035,73,1,2732,141
6388,63807507.txt,5415,78,2,2832,141
6389,1204486197.txt,16946,211,0,8442,274
6390,1203358126.txt,23420,186,15,10778,429
6391,1212689258.txt,52598,497,1,26699,683
6392,1206064103.txt,21822,265,3,11538,342
6393,22981715.txt,30935,324,17,14861,560
6394,1212838981.txt,9676,86,0,4481,169
6395,1204743567.txt,37228,274,2,17853,475
6396,57891216.txt,4894,60,3,2701,121
6397,1205958502.txt,12785,98,6,5944,288
6398,1209853486.txt,26200,287,2,13547,599
6399,1207663011.txt,12318,152,0,6288,252
6400,1207378462.txt,4740,43,1,2474,104
6401,63917571.txt,6370,75,2,3484,184
6402,1206121333.txt,8575,103,2,4689,221
6403,1204551536.txt,32982,176,2,12935,284
6404,1200688056.txt,15540,165,7,8147,344
6405,1209689105.txt,26798,284,4,13364,516
6406,1204478207.txt,8845,74,0,4272,124
6407,1200682506.txt,3188,39,0,1717,81
6408,1206099540.txt,6299,60,1,2876,112
6409,1205982479.txt,24393,282,1,12429,423
6410,1205921978.txt,14663,181,1,6627,211
6411,1212743478.txt,4385,46,1,2124,91
6412,62394276.txt,21460,256,11,10797,371
6413,1203312490.txt,0,0,0,0,0
6414,1209819128.txt,11350,104,0,5366,189
6415,1209858144.txt,35805,376,3,18108,680
6416,1204680164.txt,4496,54,1,2311,91
6417,1204533543.txt,5830,82,4,2897,122
6418,1206089177.txt,0,0,0,0,0
6419,59207543.txt,12606,163,2,6914,312
6420,1212750519.txt,31612,303,3,16360,507
6421,1201733807.txt,7655,58,1,3189,77
6422,1202004941.txt,13692,141,0,6446,229
6423,1200766903.txt,21404,274,5,10681,358
6424,1205949284.txt,46246,283,3,21946,719
6425,1209828857.txt,6967,75,18,3648,149
6426,1202050964.txt,6772,80,2,3640,141
6427,63916460.txt,22952,222,6,10643,377
6428,1209380056.txt,47161,373,3,21005,709
6429,1203155032.txt,25132,224,1,9148,427
6430,1212826668.txt,19932,192,3,9387,253
6431,1201933996.txt,8317,57,2,3444,112
6432,1212726672.txt,35945,364,6,19065,619
6433,62365264.txt,5362,64,2,2912,129
6434,1212885040.txt,11048,164,0,5585,211
6435,1205934337.txt,75865,674,9,37649,1351
6436,59116125.txt,6600,79,2,3555,167
6437,1204487259.txt,5422,70,1,2891,128
6438,1204506908.txt,5864,79,1,3151,131
6439,63749454.txt,23801,206,3,9273,333
6440,1202212024.txt,19244,137,3,7636,297
6441,1203356196.txt,5302,57,3,2828,107
6442,1213264372.txt,19417,201,0,9426,426
6443,1203387018.txt,6659,105,2,3320,118
6444,1207694971.txt,26808,302,1,12643,446
6445,59191367.txt,4583,52,0,2393,127
6446,1200733227.txt,9807,102,1,5108,238
6447,1203420561.txt,48904,415,8,23623,757
6448,51611574.txt,7104,87,1,3922,165
6449,1210049539.txt,85748,256,2,20010,552
6450,1204794324.txt,32389,370,5,17090,676
6451,1212754085.txt,10426,109,0,5458,221
6452,1202114524.txt,11018,144,1,5874,259
6453,1213168223.txt,15015,158,3,7463,242
6454,1205892583.txt,6792,64,0,3315,134
6455,59154147.txt,24935,237,6,10811,443
6456,1206123355.txt,6972,68,2,3604,167
6457,1207582662.txt,23188,170,0,8842,310
6458,1213052115.txt,3064,44,2,1577,52
6459,63726581.txt,14396,177,5,7120,237
6460,1212826873.txt,16351,102,1,7591,178
6461,1200743644.txt,12348,157,4,6134,233
6462,1200716048.txt,0,0,0,0,0
6463,60706867.txt,11367,120,1,5838,250
6464,1200709956.txt,8941,103,3,4264,155
6465,57862637.txt,4231,52,0,2324,84
6466,60733002.txt,14728,174,7,7083,279
6467,1207506239.txt,15387,172,3,7931,310
6468,1205896029.txt,39541,367,3,18893,599
6469,59304872.txt,6443,82,3,3530,176
6470,1213106707.txt,32060,306,3,14589,486
6471,63615457.txt,6297,80,0,3401,135
6472,1207428150.txt,31945,317,1,14702,540
6473,1209727636.txt,0,0,0,0,0
6474,60841853.txt,12054,121,2,5976,197
6475,1207404194.txt,19928,219,2,9294,327
6476,62226295.txt,4925,46,0,2712,108
6477,1207538872.txt,11681,111,0,5700,212
6478,57864616.txt,5153,81,2,2835,133
6479,1202067598.txt,5167,58,0,2692,94
6480,63754899.txt,45603,432,11,22766,815
6481,1200060939.txt,4513,51,1,2422,101
6482,1204492642.txt,0,0,0,0,0
6483,59314265.txt,3536,47,6,1858,74
6484,1204429687.txt,9777,64,1,4082,144
6485,63753652.txt,67817,678,7,32954,873
6486,1205966842.txt,32916,407,7,15414,528
6487,59126213.txt,8864,74,5,4300,168
6488,1204695638.txt,5078,51,2,2353,103
6489,1203240883.txt,12048,106,5,5480,198
6490,63689010.txt,11311,111,4,5701,170
6491,62431004.txt,3763,51,0,1958,94
6492,63709447.txt,23767,244,2,11643,457
6493,1209478003.txt,9358,102,2,5127,236
6494,1207427509.txt,24822,259,7,11948,361
6495,1205876909.txt,13669,154,0,6639,216
6496,63726427.txt,44201,480,4,20812,685
6497,1202495776.txt,7322,48,1,3004,63
6498,1204520721.txt,11137,82,1,4831,203
6499,63737036.txt,27069,292,3,14361,422
6500,1209833731.txt,23132,201,1,11402,390
6501,38675466.txt,6215,76,0,3357,133
6502,57755313.txt,35922,410,3,18168,603
6503,1212749325.txt,6666,83,0,3428,111
6504,1209465493.txt,12621,135,5,6643,251
6505,57854036.txt,5590,80,1,3041,128
6506,1204585814.txt,5465,66,0,2819,111
6507,1204620767.txt,23654,247,10,9879,422
6508,1200946917.txt,11268,128,4,6106,242
6509,59178665.txt,8352,114,1,4112,191
6510,1213196171.txt,8828,91,0,4211,163
6511,57864215.txt,22262,250,9,10933,424
6512,1205081695.txt,3049,8,0,720,14
6513,1205900400.txt,34400,321,11,17538,671
6514,60713015.txt,5627,55,2,2923,124
6515,1200657988.txt,15138,167,8,7965,357
6516,1209492338.txt,27289,283,3,13832,453
6517,1209484615.txt,40567,343,10,20463,707
6518,1207275178.txt,7994,55,1,3107,68
6519,1205948081.txt,46787,313,8,23296,629
6520,1203377545.txt,37194,314,13,16207,500
6521,1204511502.txt,15958,137,2,7441,349
6522,63873734.txt,8188,98,2,4361,178
6523,1203211902.txt,24118,230,4,10148,353
6524,63914710.txt,10882,120,3,5376,171
6525,50365002.txt,6395,91,0,3385,144
6526,1207658128.txt,29955,313,7,15405,433
6527,1204518478.txt,54988,489,4,27748,1106
6528,1206123189.txt,11690,114,0,5980,236
6529,1213211996.txt,22137,240,2,11530,480
6530,49527393.txt,8477,90,3,4704,181
6531,1207668043.txt,13641,176,0,7058,246
6532,60640689.txt,8008,107,2,4475,230
6533,63872355.txt,10844,132,0,5721,242
6534,1210316686.txt,9041,47,0,2837,91
6535,63740261.txt,7606,95,0,3917,160
6536,1205902451.txt,9463,164,4,5023,183
6537,1203227478.txt,6612,90,9,3447,132
6538,1209462921.txt,9315,109,0,4562,182
6539,1203247425.txt,11781,159,1,6332,256
6540,59205519.txt,2750,25,0,1432,68
6541,1209447586.txt,36190,314,4,17440,612
6542,1209729380.txt,8768,96,1,4593,171
6543,1202245735.txt,6695,82,1,3606,149
6544,1209409642.txt,20864,211,0,10838,437
6545,1202088983.txt,6518,63,0,3060,131
6546,1209760434.txt,4861,60,0,2650,119
6547,1213104417.txt,22751,267,6,12216,523
6548,63797030.txt,6699,58,0,3224,134
6549,1205932653.txt,45315,471,5,22210,603
6550,1209776938.txt,9806,118,1,5341,216
6551,1209848516.txt,14948,172,4,7502,327
6552,63636601.txt,49983,442,11,25526,987
6553,63747779.txt,9614,116,1,4741,201
6554,1208079267.txt,1105,10,0,538,26
6555,60922390.txt,5098,75,8,2786,112
6556,62215769.txt,9632,123,6,5084,210
6557,1200738293.txt,7093,70,2,3836,162
6558,1208319957.txt,18699,137,2,7460,340
6559,1202137686.txt,23134,218,5,9509,341
6560,1212960887.txt,6813,92,0,3325,126
6561,50543941.txt,4963,54,1,2618,117
6562,1206054966.txt,12182,123,0,6044,204
6563,63620854.txt,7094,85,1,3664,124
6564,59049353.txt,17859,189,8,9721,439
6565,1213103676.txt,154133,0,0,25537,2406
6566,1202082161.txt,6043,71,1,3200,121
6567,1204600241.txt,25320,212,2,10763,274
6568,1202282864.txt,6774,79,2,3303,136
6569,1205958695.txt,37962,414,8,18907,669
6570,1203412294.txt,32709,267,9,14197,445
6571,1207679397.txt,20414,258,2,10223,349
6572,1207670232.txt,2705,25,0,1359,43
6573,37614914.txt,5975,54,0,3054,128
6574,60684282.txt,4333,37,1,2340,78
6575,1204910221.txt,3378,32,4,1781,78
6576,1209453310.txt,17661,132,5,7632,345
6577,1202089564.txt,9557,130,8,4991,223
6578,1207491888.txt,22665,264,5,12176,501
6579,1209739198.txt,11623,115,0,5247,182
6580,62270566.txt,5377,66,5,2878,123
6581,1206008803.txt,15640,153,1,8011,302
6582,1205501244.txt,12527,72,0,5265,190
6583,1202269306.txt,6313,76,1,3409,128
6584,1204831972.txt,14376,160,4,7701,332
6585,1207499277.txt,15445,125,4,6840,256
6586,1202018691.txt,5876,79,1,3162,144
6587,63674336.txt,42982,455,6,20398,625
6588,1207381269.txt,14522,146,1,6209,273
6589,1206164693.txt,5828,67,0,3067,127
6590,1206067837.txt,5566,63,3,2971,127
6591,1207500397.txt,3130,9,0,1258,20
6592,1209421465.txt,39621,397,1,19592,685
6593,1206115178.txt,30976,204,14,13436,349
6594,1206021776.txt,9348,115,1,4931,236
6595,60806182.txt,4915,63,2,2713,120
6596,1202098336.txt,11313,123,1,6046,236
6597,63818818.txt,5584,66,2,2966,124
6598,60732831.txt,10051,138,3,5410,209
6599,1207680303.txt,28611,282,6,15134,460
6600,1207690920.txt,11158,116,1,5789,216
6601,1204799958.txt,14615,167,2,7149,343
6602,60901638.txt,8641,110,0,4407,173
6603,1209788923.txt,18732,240,7,9796,409
6604,1212750319.txt,13959,119,0,7321,317
6605,1209778227.txt,14033,213,0,7292,231
6606,1209771833.txt,40,0,0,11,0
6607,1213166272.txt,43388,433,3,21524,591
6608,1213262527.txt,28012,237,7,12100,418
6609,1210165350.txt,0,0,0,0,0
6610,62163477.txt,19946,266,3,10551,422
6611,1207383716.txt,4604,48,0,2403,102
6612,1212710462.txt,1683,4,0,421,8
6613,1212752415.txt,22729,280,2,11681,452
6614,60719788.txt,6012,92,3,3204,137
6615,63860607.txt,6817,91,0,3691,150
6616,62293340.txt,13817,110,3,6111,233
6617,60700978.txt,8587,122,2,4456,174
6618,1203245851.txt,8536,118,1,4561,169
6619,1213548645.txt,45756,306,6,22957,703
6620,62406765.txt,27240,352,7,15194,557
6621,57818317.txt,18424,136,3,6884,277
6622,57708364.txt,8801,91,1,4797,220
6623,1212770329.txt,21140,257,15,10983,400
6624,63748921.txt,13951,186,0,7569,308
6625,1204828870.txt,7335,87,0,3962,177
6626,1207687897.txt,14538,115,0,6384,229
6627,1203411304.txt,8018,68,7,3873,141
6628,1200688391.txt,16893,131,4,6900,214
6629,60733058.txt,7632,66,4,3854,158
6630,63938761.txt,32380,285,11,14437,521
6631,59144051.txt,15658,172,4,7662,302
6632,62280447.txt,35884,434,3,18365,778
6633,1207688921.txt,7407,90,0,3931,164
6634,1209838056.txt,29344,365,11,15246,647
6635,1202374150.txt,5723,67,4,3061,80
6636,57639900.txt,11980,162,1,6507,265
6637,1200683836.txt,0,0,0,0,0
6638,62376847.txt,21078,176,4,10245,360
6639,1207667961.txt,34029,341,2,16892,708
6640,63754858.txt,67330,674,7,32714,877
6641,1209445068.txt,41739,498,2,22134,866
6642,1212750578.txt,16022,176,4,8395,326
6643,1200921619.txt,12108,168,5,6638,292
6644,1209770551.txt,18329,206,5,8921,345
6645,62157530.txt,7739,66,1,3424,98
6646,1209642526.txt,33467,313,3,14740,421
6647,62374915.txt,8921,84,5,4541,180
6648,1207679766.txt,33850,353,6,16373,681
6649,60761408.txt,11066,109,4,5344,217
6650,1213205683.txt,50591,328,7,25673,735
6651,1209401350.txt,0,0,0,0,0
6652,1206062547.txt,12373,151,1,6014,243
6653,60678131.txt,11548,132,5,5749,222
6654,62440554.txt,21253,314,2,11238,400
6655,1204552291.txt,8623,97,0,3734,130
6656,63726615.txt,25723,373,8,12544,419
6657,1206468570.txt,56877,472,5,25445,735
6658,1213167449.txt,10422,71,2,4251,186
6659,57695644.txt,5023,53,0,2618,101
6660,1209833359.txt,17169,183,1,8775,348
6661,1207696769.txt,29849,398,6,15280,591
6662,1212752653.txt,13383,147,5,6986,252
6663,1200806754.txt,10969,161,3,5822,222
6664,1202611085.txt,26152,138,1,10222,226
6665,59345842.txt,16301,89,4,7201,240
6666,1202232018.txt,17524,159,5,7247,307
6667,1203379810.txt,9653,68,0,3775,138
6668,1209681940.txt,32647,304,10,16469,483
6669,1206063222.txt,15645,164,1,8160,261
6670,1203427953.txt,4290,59,0,2242,108
6671,1209640431.txt,5892,69,2,3132,145
6672,1203247855.txt,63881,693,19,32232,845
6673,1213145272.txt,32169,279,3,14928,427
6674,1205954278.txt,104438,0,0,16318,1932
6675,1206280972.txt,30333,329,10,15795,561
6676,1205967489.txt,52652,487,9,27507,1046
6677,1212753868.txt,33850,272,5,16518,528
6678,1200725839.txt,14776,215,0,7893,335
6679,1213175245.txt,21827,252,4,10281,368
6680,1206004000.txt,2576,0,0,0,0
6681,1212682882.txt,0,0,0,0,0
6682,63603444.txt,49194,564,13,25407,921
6683,1204485242.txt,9581,84,6,5190,220
6684,1206100983.txt,30912,278,6,15015,554
6685,1209775934.txt,12339,108,14,5839,184
6686,1200924814.txt,5142,60,0,2476,88
6687,59206217.txt,6223,92,1,3264,124
6688,1213199316.txt,72097,0,0,12074,1131
6689,1200646126.txt,0,0,0,0,0
6690,1204470775.txt,3590,34,1,1918,80
6691,1200897131.txt,14143,103,4,5829,180
6692,1207428487.txt,13921,139,3,5578,214
6693,59154037.txt,4172,49,0,2159,120
6694,1205987718.txt,31114,287,3,16599,622
6695,1212683718.txt,18582,177,2,8724,327
6696,1203332099.txt,9335,119,8,5101,200
6697,1202246178.txt,12726,162,1,6675,292
6698,62295700.txt,9292,113,12,4778,176
6699,1209478414.txt,31212,301,2,16044,423
6700,59188533.txt,8503,97,0,4649,181
6701,62377707.txt,12634,144,3,6567,242
6702,1205093435.txt,35616,338,4,17959,507
6703,1206061365.txt,0,0,0,0,0
6704,1214917209.txt,8835,63,1,3450,85
6705,1202163388.txt,10809,105,0,5337,207
6706,62279638.txt,2677,31,0,1419,57
6707,1207672976.txt,9811,122,1,5130,211
6708,1203247669.txt,15298,125,8,6027,204
6709,63917326.txt,0,0,0,0,0
6710,1200750127.txt,47106,405,9,23120,705
6711,1202114553.txt,6702,77,1,3442,151
6712,1201320229.txt,8436,55,1,3471,106
6713,1207010629.txt,8588,58,1,3482,116
6714,1203029755.txt,6537,50,2,2696,70
6715,1200742685.txt,19967,190,6,9679,409
6716,62232335.txt,5539,68,0,2895,109
6717,1213121953.txt,24205,230,5,11456,358
6718,1204791822.txt,18395,181,6,8701,305
6719,1209769110.txt,41292,446,4,20694,734
6720,1203236377.txt,22415,289,3,11944,546
6721,1203158101.txt,12837,154,5,6849,271
6722,57752514.txt,8253,88,1,4054,131
6723,1213054807.txt,27513,266,7,13784,475
6724,57691195.txt,12623,137,1,6614,270
6725,51692835.txt,7274,90,4,3886,190
6726,1209847315.txt,12953,160,6,6397,279
6727,1203423937.txt,7858,96,0,3812,142
6728,1213213366.txt,13689,144,4,6831,240
6729,1209451808.txt,6342,76,2,3227,135
6730,62313713.txt,5192,44,3,2586,86
6731,59313395.txt,6272,77,1,3366,150
6732,1203174864.txt,51551,424,10,24825,731
6733,1202063083.txt,10375,109,0,4975,202
6734,59207620.txt,5138,67,4,2792,130
6735,1207416324.txt,24509,176,10,9781,263
6736,1207458329.txt,6863,90,0,3799,156
6737,1209843896.txt,41901,629,16,22177,1008
6738,1204556332.txt,11379,138,1,6056,235
6739,1204511361.txt,19700,214,4,10244,387
6740,1205920793.txt,41286,422,11,21286,798
6741,60898629.txt,6967,58,4,3236,132
6742,58231724.txt,30451,386,11,15675,668
6743,1207542036.txt,8384,99,1,4403,148
6744,1209464984.txt,7652,93,1,3888,169
6745,1206166450.txt,28037,194,0,12403,203
6746,1206218122.txt,54930,179,2,12616,372
6747,1205921012.txt,30478,314,3,15404,612
6748,1204479896.txt,7669,106,1,3906,192
6749,60805934.txt,9357,118,2,4884,152
6750,1200800143.txt,14179,209,2,7248,261
6751,1200883713.txt,5246,59,0,2798,156
6752,1212534979.txt,31535,312,2,16603,730
6753,1203181591.txt,23826,282,6,12377,439
6754,1206046613.txt,10535,126,0,4613,177
6755,1207690495.txt,0,0,0,0,0
6756,59337827.txt,9453,104,11,4911,212
6757,1202269687.txt,37261,269,3,17429,397
6758,1214297182.txt,36340,237,0,15324,350
6759,1212757839.txt,40361,367,6,20682,742
6760,1203216810.txt,18453,167,1,8620,275
6761,63631148.txt,8881,103,0,4677,193
6762,1204555367.txt,9086,108,1,4758,211
6763,59353626.txt,8215,71,0,4094,156
6764,1209491419.txt,40146,311,4,19652,573
6765,62440408.txt,11422,115,3,6045,277
6766,1209637170.txt,55649,511,2,28808,1136
6767,1207685022.txt,4734,61,1,2355,69
6768,51153386.txt,12774,169,3,6576,317
6769,57735736.txt,8166,108,4,4357,193
6770,1200837713.txt,0,0,0,0,0
6771,1202110360.txt,6511,75,0,3445,129
6772,63764959.txt,8304,113,0,4402,142
6773,1209476371.txt,0,0,0,0,0
6774,1209489637.txt,37100,407,0,16707,516
6775,1203283614.txt,6953,103,2,3715,171
6776,1209863289.txt,16776,158,4,7752,246
6777,1207410222.txt,10952,129,7,5319,185
6778,60751227.txt,7557,101,0,4043,214
6779,1209818483.txt,5138,66,0,2829,108
6780,1203427563.txt,11822,174,1,6217,239
6781,1204627810.txt,11686,139,1,5734,279
6782,1203300787.txt,7972,92,0,4078,98
6783,1204667949.txt,23603,259,15,12145,397
6784,1212650374.txt,26026,233,2,12185,398
6785,59083009.txt,5444,75,0,3073,156
6786,1202210478.txt,8379,114,2,4162,161
6787,1204420861.txt,15496,128,1,6070,211
6788,1206163512.txt,4751,72,3,2535,97
6789,62440011.txt,0,0,0,0,0
6790,1209487374.txt,14733,120,6,6335,280
6791,1203427124.txt,24058,260,0,12428,400
6792,1209806052.txt,7522,96,0,3881,178
6793,62204797.txt,6206,76,4,3222,136
6794,1207500236.txt,17911,237,4,9209,307
6795,1200933211.txt,5867,76,0,2987,123
6796,62239751.txt,9110,107,1,4846,174
6797,60694756.txt,3251,33,1,1588,74
6798,62367807.txt,10682,133,1,5745,238
6799,1207603394.txt,17554,139,1,7417,247
6800,62367330.txt,10140,81,3,3725,154
6801,1206008785.txt,8027,116,2,4169,177
6802,1209818751.txt,6589,67,0,3445,98
6803,1209727296.txt,14575,144,0,7048,261
6804,1204735336.txt,7427,69,1,3426,154
6805,1207663963.txt,9271,102,1,4766,215
6806,1205954277.txt,24114,265,1,11911,393
6807,1202078451.txt,21958,301,70,11472,452
6808,1202023661.txt,39541,406,7,19738,599
6809,1209727089.txt,11439,93,1,6203,267
6810,1206088827.txt,14663,166,0,6254,240
6811,50577209.txt,7436,108,0,4057,222
6812,59171289.txt,3677,41,0,1810,77
6813,1203215277.txt,12411,135,4,6370,257
6814,1207440640.txt,7521,86,5,3757,146
6815,1209488092.txt,0,0,0,0,0
6816,59160806.txt,36253,378,16,18075,603
6817,1200741253.txt,8102,77,1,3961,172
6818,1204534828.txt,15396,163,4,7699,266
6819,1205930934.txt,0,0,0,0,0
6820,1200716027.txt,56277,398,8,27816,981
6821,1212910916.txt,6848,74,0,3512,152
6822,1200761978.txt,14486,162,7,7673,304
6823,1207557307.txt,8794,107,1,4802,189
6824,1212668367.txt,283,2,0,161,2
6825,1213176308.txt,36919,363,6,19494,545
6826,63928007.txt,5546,68,1,3069,132
6827,1204470771.txt,13009,165,1,6784,231
6828,1205140742.txt,3073,70,0,1767,80
6829,1207516699.txt,34726,303,11,16926,556
6830,1212479895.txt,0,0,0,0,0
6831,62345030.txt,10392,108,0,4902,253
6832,62215054.txt,13527,100,0,5210,191
6833,1209730360.txt,13941,145,0,5831,207
6834,1207646377.txt,6151,70,0,3458,133
6835,1203242247.txt,42947,456,3,21129,742
6836,1212605773.txt,8543,107,6,4496,162
6837,1202024668.txt,6837,73,1,3520,125
6838,1206218211.txt,9769,119,1,5110,201
6839,60913495.txt,13307,166,3,6785,247
6840,1209809701.txt,20823,169,1,8533,316
6841,1212688867.txt,57806,581,4,29656,1048
6842,1209858437.txt,13189,129,2,6855,289
6843,1209394433.txt,3124,29,1,1391,47
6844,1206068256.txt,9935,134,3,5180,200
6845,62429169.txt,40692,413,3,20564,677
6846,1209846048.txt,33254,393,5,17392,614
6847,1200756767.txt,8079,123,7,4269,173
6848,62272642.txt,20171,233,3,10435,331
6849,1212923369.txt,7152,80,4,3397,120
6850,1213256255.txt,20316,199,1,8807,391
6851,1207635393.txt,12191,106,2,5562,181
6852,1212636290.txt,36301,396,1,18862,647
6853,1212964030.txt,51096,445,8,25520,702
6854,64015861.txt,12098,173,4,6072,177
6855,1203282898.txt,16473,227,2,8502,312
6856,1200903882.txt,4634,45,0,2227,116
